iter	WKappa	MultiClass
934	0.5517733831	0.985359573
935	0.5514979669	0.985220907
936	0.5518400222	0.9850275788
937	0.552000869	0.9847123381
938	0.5510903722	0.9844946186
939	0.5508571621	0.9843904567
940	0.5507029814	0.9842124305
941	0.5511029115	0.9839697963
942	0.5505431815	0.9838406202
943	0.5504647869	0.9836218017
944	0.5509363058	0.9834527855
945	0.5513550853	0.9832405544
946	0.5523364246	0.982932099
947	0.5509856554	0.9826085952
948	0.550423313	0.9823771775
949	0.5520360345	0.9821299944
950	0.5522274271	0.9819406206
951	0.5532342469	0.9816485118
952	0.5533141416	0.9814669848
953	0.5532432804	0.9813169292
954	0.5533247721	0.9810473538
955	0.553721834	0.9808086118
956	0.5540474722	0.9806969507
957	0.5528731639	0.980479573
958	0.5533222647	0.980228173
959	0.55432515	0.9800548605
960	0.5546945234	0.9797549403
961	0.5548551697	0.9795310869
962	0.5548368383	0.9792557439
963	0.5553479076	0.9791494245
964	0.5541010394	0.9788459155
965	0.5547456186	0.9786059079
966	0.5551426789	0.9784136106
967	0.555519879	0.9781338163
968	0.5555099632	0.9779906058
969	0.5541863724	0.9777674455
970	0.5538639067	0.9775525003
971	0.5545973855	0.9774307787
972	0.5545915926	0.9772774405
973	0.5551937337	0.9770092001
974	0.555221701	0.9767666393
975	0.5548220778	0.976528724
976	0.5542382941	0.9762822223
977	0.5540544761	0.9760033568
978	0.5536852461	0.9757736677
979	0.5533674688	0.975604209
980	0.5537271407	0.9753258319
981	0.5553662544	0.9750803563
982	0.5549667617	0.9749384813
983	0.5559691445	0.9746683827
984	0.5543823359	0.9744711183
985	0.5557399607	0.974215496
986	0.5562968695	0.9739483307
987	0.5565641532	0.9737274077
988	0.5572482177	0.9734048833
989	0.5574075194	0.973279343
990	0.5567353285	0.9730982734
991	0.5575343596	0.9728989204
992	0.5577963607	0.9727107523
993	0.5575319333	0.9725449885
994	0.5582327526	0.9722772066
995	0.5585080428	0.9720701465
996	0.5577867095	0.971841071
997	0.5582629873	0.9715989077
998	0.5583568568	0.9712319833
999	0.5585118462	0.9710215935
1000	0.5591618759	0.9707932973
1001	0.5597097213	0.9706065725
1002	0.5596575116	0.970347281
1003	0.5602902084	0.9700984519
1004	0.559959441	0.9698509207
1005	0.5602855493	0.9695316729
1006	0.560159191	0.9692555794
1007	0.5604345703	0.9690319841
1008	0.5607067751	0.9687992506
1009	0.5610970589	0.9685291898
1010	0.56025578	0.9683065028
1011	0.5614112318	0.9680786442
1012	0.5609928051	0.9678839172
1013	0.5618702285	0.9676715066
1014	0.5617076265	0.9674112449
1015	0.5624533345	0.9671165935
1016	0.5622548182	0.9669696261
1017	0.5625894872	0.9666608839
1018	0.5634675943	0.9665061132
1019	0.5637360496	0.9663833778
1020	0.5638928058	0.9661910129
1021	0.5638474343	0.9659378972
1022	0.5642902405	0.965794405
1023	0.5656155884	0.9655333183
1024	0.5649418935	0.9653477952
1025	0.5648908673	0.9651315174
1026	0.5653991104	0.9650112332
1027	0.5637130229	0.9647754787
1028	0.5634701136	0.964591956
1029	0.5638656743	0.9644381774
1030	0.564535154	0.9641646242
1031	0.5662787744	0.9639344097
1032	0.5663850602	0.9637579734
1033	0.5668581087	0.9635221926
1034	0.5663911591	0.9633468506
1035	0.5659366308	0.9631421202
1036	0.5666383162	0.9629674567
1037	0.5659044273	0.9627793893
1038	0.5665198547	0.9624816721
1039	0.5669342406	0.9622986059
1040	0.5668571038	0.9621362474
1041	0.567610476	0.9619609213
1042	0.5673525596	0.9617124779
1043	0.5672684912	0.9615487929
1044	0.5667464107	0.9614341806
1045	0.5676545813	0.9611912923
1046	0.5676910251	0.9610054704
1047	0.5679191369	0.9607864198
1048	0.5691755128	0.960542764
1049	0.5689799207	0.9602707001
1050	0.5691580464	0.9601112248
1051	0.5704880685	0.9597950625
1052	0.5706283007	0.9596046914
1053	0.5696061216	0.9594685302
1054	0.5706668919	0.9592792158
1055	0.571648004	0.9590398489
1056	0.5715714156	0.9588449983
1057	0.5733177753	0.9586430828
1058	0.574279996	0.9583395893
1059	0.5739301072	0.958154146
1060	0.5734653199	0.9579861167
1061	0.573449679	0.9578973792
1062	0.5742663064	0.9576719275
1063	0.5745338355	0.9574091516
1064	0.5741361518	0.957203626
1065	0.5741981857	0.9569581726
1066	0.5751464111	0.956783919
1067	0.5751670275	0.9566730956
1068	0.5741279459	0.9563965575
1069	0.5741615768	0.956140223
1070	0.5764454039	0.9559248007
1071	0.5754826635	0.9557269874
1072	0.57610344	0.9554765217
1073	0.5759355583	0.9553138803
1074	0.5761007085	0.9551329514
1075	0.5760010323	0.9548700706
1076	0.5754587587	0.9546596581
1077	0.5764362402	0.9543699501
1078	0.5751061352	0.9541160068
1079	0.5750374957	0.9538913672
1080	0.5747760509	0.9537365929
1081	0.5751655738	0.9535511409
1082	0.5757134196	0.9533621225
1083	0.5758392828	0.953110216
1084	0.5759779782	0.9528996415
1085	0.5761627248	0.9527192159
1086	0.5766382813	0.9524845706
1087	0.5769222202	0.9522788093
1088	0.5772002775	0.9521472467
1089	0.5771292009	0.9519921473
1090	0.5766034496	0.9517325533
1091	0.5761806695	0.9514961405
1092	0.5774769663	0.9512816501
1093	0.5764171818	0.9512037751
1094	0.5767108083	0.9510689104
1095	0.5765698597	0.9508676539
1096	0.5769627255	0.9507085812
1097	0.5773245891	0.9505223723
1098	0.5781087975	0.9502885036
1099	0.5791149224	0.9500449319
1100	0.5793188024	0.9497292302
1101	0.5793093929	0.9495944727
1102	0.579296866	0.9493463176
1103	0.5798588536	0.948989766
1104	0.5811489879	0.9487562749
1105	0.5810336296	0.9485788849
1106	0.5808318029	0.9482482524
1107	0.58076879	0.9480598794
1108	0.5820603587	0.9478470342
1109	0.5825754554	0.9475845025
1110	0.5820148695	0.9473885035
1111	0.582322165	0.9472548122
1112	0.5823535725	0.9470419817
1113	0.58190211	0.9468211428
1114	0.5818903964	0.946658407
1115	0.5827384643	0.9463739153
1116	0.5817875677	0.9461765106
1117	0.5818639818	0.9459680067
1118	0.5824764162	0.9458072869
1119	0.5822638659	0.945583437
1120	0.5822996853	0.9454300425
1121	0.5828822976	0.9452286217
1122	0.5828470129	0.9450565189
1123	0.5824560802	0.9449004412
1124	0.5829246215	0.9447794715
1125	0.5837273183	0.944645777
1126	0.5837362558	0.9445519709
1127	0.5827367641	0.9443318563
1128	0.5846035159	0.944067016
1129	0.5853150562	0.9439021782
1130	0.5849590353	0.9437311284
1131	0.5868064446	0.9434736597
1132	0.5875176703	0.9434107585
1133	0.5871803316	0.9430567668
1134	0.586832501	0.9429379958
1135	0.5875136459	0.9427841232
1136	0.586656547	0.942554397
1137	0.5866651533	0.942365689
1138	0.5872322499	0.9421438855
1139	0.5871625116	0.94196037
1140	0.5888214605	0.9417370018
1141	0.5880154707	0.9414952589
1142	0.5876675495	0.941315763
1143	0.5883328694	0.9411838455
1144	0.5886925624	0.9410038875
1145	0.5888484997	0.9407457837
1146	0.5892777734	0.9405369906
1147	0.5895134195	0.9403846904
1148	0.5894439357	0.940148462
1149	0.5895076207	0.9399134877
1150	0.5894137293	0.9396691912
1151	0.5895230897	0.9395175052
1152	0.5886091025	0.939274302
1153	0.588106	0.9390036418
1154	0.5885072189	0.9388267988
1155	0.5879213998	0.9384680485
1156	0.5871306405	0.9382764534
1157	0.5873889472	0.9380777525
1158	0.5881145809	0.9378503983
1159	0.5879596108	0.9377077478
1160	0.5883516255	0.9376366939
1161	0.5878906934	0.9374638051
1162	0.588570654	0.9372927759
1163	0.5899914738	0.9370001958
1164	0.5896942249	0.9368215553
1165	0.5900837515	0.9365870674
1166	0.5900147111	0.9363220613
1167	0.5904354572	0.9360851815
1168	0.5906504623	0.9359631543
1169	0.5905792265	0.9358380445
1170	0.5906598803	0.9356147327
1171	0.5913748262	0.9354301578
1172	0.5919338887	0.9352035875
1173	0.5935007315	0.9350142978
1174	0.5934437411	0.9348408635
1175	0.5937205697	0.934556573
1176	0.594422349	0.9344267534
1177	0.594218254	0.934227027
1178	0.5945985823	0.9340265495
1179	0.5949295837	0.933819858
1180	0.5951311825	0.9335742416
1181	0.593113448	0.933363881
1182	0.5939948787	0.9332346525
1183	0.5940382203	0.9331265961
1184	0.5943763188	0.9330079396
1185	0.5943961664	0.9326794731
1186	0.5951930549	0.9324122247
1187	0.5960573898	0.9322953787
1188	0.597349913	0.9319555648
1189	0.5955970089	0.9317948048
1190	0.5968932545	0.9315511764
1191	0.596650839	0.9314019387
1192	0.5966372389	0.9312045797
1193	0.5962648488	0.930992004
1194	0.5977043801	0.930724403
1195	0.5978918102	0.9304890267
1196	0.5976097669	0.9303855538
1197	0.5985774036	0.9302056444
1198	0.5993125111	0.92988262
1199	0.5979393169	0.9296258309
1200	0.5979926666	0.9295037093
1201	0.5980343573	0.9293506285
1202	0.5979039118	0.929219268
1203	0.5978134227	0.9290745537
1204	0.5993251789	0.9288070725
1205	0.5991426195	0.9286193345
1206	0.5999074118	0.9284305328
1207	0.5988484336	0.9282844349
1208	0.5992689893	0.9280487172
1209	0.5993223581	0.9279191004
1210	0.6000698385	0.9277658415
1211	0.6008069385	0.9275803532
1212	0.6006611193	0.9274436094
1213	0.601338396	0.9272718867
1214	0.5997853879	0.9270449706
1215	0.6010305448	0.9268419207
1216	0.6005494056	0.926719051
1217	0.6002031417	0.9264571951
1218	0.6015350954	0.9261616483
1219	0.6009673521	0.9260152409
1220	0.6009932019	0.9257264529
1221	0.6030256275	0.925669113
1222	0.6020445445	0.9254745972
1223	0.6026954164	0.9251743236
1224	0.6023912293	0.9248978063
1225	0.6023802988	0.9247873082
1226	0.6033545954	0.9245695242
1227	0.6031598505	0.9243609392
1228	0.6031336209	0.9242388524
1229	0.6019978677	0.924003361
1230	0.6026842991	0.9237955739
1231	0.6034789144	0.9235722433
1232	0.6035798606	0.9234071317
1233	0.603109172	0.9233530794
1234	0.6048929579	0.9231733685
1235	0.6050035032	0.9230130372
1236	0.6044472383	0.9228406317
1237	0.6049477932	0.922597335
1238	0.6051953459	0.9223668098
1239	0.6048053765	0.9221231338
1240	0.6042758361	0.921993773
1241	0.6045000669	0.9218325219
1242	0.6062829658	0.9215481286
1243	0.6056366679	0.9213816499
1244	0.6051287583	0.9211620211
1245	0.6066022483	0.9209854589
1246	0.6063801177	0.9207251071
1247	0.6063901403	0.9205662473
1248	0.6062358978	0.9203475188
1249	0.6069760649	0.9201752321
1250	0.6067639888	0.9200085632
1251	0.6073245892	0.9197775382
1252	0.6072094749	0.9196226406
1253	0.6070225643	0.9194578796
1254	0.6086987483	0.9192018829
1255	0.6098503801	0.9190505322
1256	0.6093522613	0.9188354394
1257	0.6089756439	0.9186630071
1258	0.6094600716	0.9184533308
1259	0.6089026227	0.9182619939
1260	0.6101199006	0.9180191556
1261	0.6105351791	0.9179114877
1262	0.6100772127	0.9177375187
1263	0.6091209032	0.9174699112
1264	0.6095362133	0.9172250609
1265	0.6099270499	0.917087152
1266	0.6105959463	0.9169815732
1267	0.6119377013	0.9168167825
1268	0.6110398568	0.9165915421
1269	0.6120464014	0.9164005244
1270	0.6123151997	0.9162460923
1271	0.6127054241	0.9160278669
1272	0.6135232137	0.9158412989
1273	0.6136182237	0.915669138
1274	0.6117569606	0.9153973587
1275	0.612979506	0.9152136033
1276	0.613626338	0.9150446301
1277	0.6144843632	0.9148271009
1278	0.6146881614	0.9146962867
1279	0.6149091317	0.9145964121
1280	0.6151208819	0.9145295511
1281	0.6161546797	0.9143488751
1282	0.6167043129	0.9142420433
1283	0.6160574526	0.9140748719
1284	0.6159452835	0.9137844137
1285	0.6159823517	0.9135625987
1286	0.6161943846	0.9133898076
1287	0.6163571304	0.9132989722
1288	0.6166172945	0.9130121695
1289	0.6154022727	0.9127364822
1290	0.6149646394	0.9125467844
1291	0.6161302635	0.9123130534
1292	0.6170285273	0.9120771065
1293	0.6170841241	0.9118792639
1294	0.6162607111	0.911654167
1295	0.6165823343	0.9114673232
1296	0.6178329553	0.9112965183
1297	0.6181800816	0.9111090233
1298	0.6171772194	0.910993321
1299	0.6180710348	0.9108102225
1300	0.6187638363	0.9105889439
1301	0.619364155	0.9103741562
1302	0.6192268794	0.91022178
1303	0.6179665995	0.9099914913
1304	0.618152331	0.9098269047
1305	0.6171682567	0.9096603128
1306	0.6169827205	0.9094747832
1307	0.6177289662	0.9093155811
1308	0.6173930682	0.9090221836
1309	0.6199620628	0.9088619815
1310	0.6197047089	0.908592228
1311	0.6191031124	0.9084004706
1312	0.6186501761	0.9082955986
1313	0.6189934241	0.908112925
1314	0.6190469083	0.9080226799
1315	0.619596793	0.9078074897
1316	0.6204645328	0.9074916307
1317	0.6200507282	0.9073029209
1318	0.6202412383	0.9071514256
1319	0.6201492535	0.9069303592
1320	0.6212138989	0.9066850095
1321	0.6218386229	0.9063778789
1322	0.6217624466	0.9061934262
1323	0.6222054146	0.9060768274
1324	0.6230427545	0.9058820435
1325	0.6231381826	0.9056975672
1326	0.6234163415	0.905590954
1327	0.623146611	0.9054076208
1328	0.6229311065	0.9052136187
1329	0.6246420311	0.9050549612
1330	0.6241299055	0.904840342
1331	0.6252175998	0.904604986
1332	0.6251529815	0.9044119031
1333	0.6251514574	0.9042489063
1334	0.6256885589	0.9041129267
1335	0.6254130387	0.9039301611
1336	0.6244091838	0.9036829689
1337	0.6251408172	0.9035475307
1338	0.6248105519	0.9033388712
1339	0.6251094748	0.9032091908
1340	0.6254861088	0.9030419882
1341	0.6252716248	0.9027012516
1342	0.6252372943	0.902507164
1343	0.6257846456	0.9023756142
1344	0.6257742255	0.9021791125
1345	0.6259390585	0.9019686561
1346	0.6254997604	0.9016946889
1347	0.6255889987	0.9015233886
1348	0.6271944371	0.9012601412
1349	0.627036656	0.9011443699
1350	0.627590269	0.9009851382
1351	0.6283320062	0.9008983798
1352	0.6278003267	0.9006726927
1353	0.6273379774	0.9005450353
1354	0.6272297934	0.9002441191
1355	0.6283082914	0.9000356695
1356	0.628347888	0.8998479756
1357	0.6280820909	0.8997460543
1358	0.6279979901	0.8994923501
1359	0.6301818915	0.8993193437
1360	0.6294074352	0.8990221091
1361	0.6286002153	0.8988375332
1362	0.6290361249	0.8986918074
1363	0.6298706582	0.8984352634
1364	0.6288687016	0.8982333028
1365	0.6292702606	0.8980349964
1366	0.6298014834	0.8978821167
1367	0.6293266278	0.8976512466
1368	0.6293410442	0.897434177
1369	0.6297453343	0.8972975063
1370	0.6297893674	0.8970935204
1371	0.6295609935	0.8968975477
1372	0.6299434215	0.8967182261
1373	0.6295846968	0.8965448312
1374	0.6298821991	0.8963417925
1375	0.629775618	0.8962218101
1376	0.6295788539	0.8959644677
1377	0.6298417232	0.895780928
1378	0.6297619682	0.8955917643
1379	0.6299952094	0.8954344552
1380	0.6307873275	0.8952249402
1381	0.6307802749	0.8950759315
1382	0.6318137442	0.8949211354
1383	0.6319324393	0.8946010368
1384	0.6317106341	0.8944848957
1385	0.6321404514	0.8942223634
1386	0.6323606811	0.8940183351
1387	0.6325567351	0.8938043967
1388	0.633291589	0.8935035928
1389	0.6330388939	0.8933290821
1390	0.6331478681	0.893119306
1391	0.6330159378	0.8929829099
1392	0.6333381178	0.8928443838
1393	0.632662605	0.8927000323
1394	0.6318165416	0.8924011663
1395	0.6322104497	0.892171952
1396	0.6328957138	0.8919842483
1397	0.6339288031	0.8918137106
1398	0.632416258	0.8916446906
1399	0.6331509152	0.891418093
1400	0.6335703301	0.8912734052
1401	0.6344422944	0.891106141
1402	0.6344278734	0.8908930461
1403	0.6340901071	0.8906306061
1404	0.6354921865	0.8904408354
1405	0.6344425227	0.8902441713
1406	0.634546254	0.8900497736
1407	0.6350299954	0.8898654146
1408	0.6356567723	0.8896519137
1409	0.635205407	0.8894222383
1410	0.6359882545	0.8891664186
1411	0.6360298523	0.8890374422
1412	0.6351375984	0.8889202304
1413	0.6355111302	0.8887368926
1414	0.6359835316	0.8886017468
1415	0.6363866518	0.8884150948
1416	0.6367536745	0.8882102537
1417	0.6371823204	0.8880796276
1418	0.6372506105	0.8878456555
1419	0.6368257808	0.8876297551
1420	0.6369791707	0.8874401213
1421	0.6370279356	0.8872324916
1422	0.6371851059	0.8870335906
1423	0.6372240659	0.8868551749
1424	0.6370643157	0.8867190404
1425	0.6372901064	0.8865812998
1426	0.6370411259	0.8864296715
1427	0.6372340137	0.8861738654
1428	0.63575286	0.8860046593
1429	0.6370273818	0.8857031951
1430	0.6384849669	0.8854714291
1431	0.6390699632	0.8852552987
1432	0.6398338733	0.8851370863
1433	0.6396547443	0.8849742667
1434	0.63905846	0.884825481
1435	0.6392591717	0.8846394164
1436	0.6381741383	0.8844370155
1437	0.6376364846	0.8841514953
1438	0.6374570084	0.883935575
1439	0.6376158058	0.8837747935
1440	0.6394658767	0.883524638
1441	0.6392450826	0.8833302954
1442	0.6394096942	0.8831668209
1443	0.6402548602	0.8829985064
1444	0.640972777	0.8827887223
1445	0.6411196249	0.8826378715
1446	0.6398914435	0.8824221171
1447	0.6400110082	0.8822116933
1448	0.6407271107	0.8820027254
1449	0.6409010505	0.8818342711
1450	0.6411750701	0.8816848132
1451	0.6416091561	0.8815616252
1452	0.6421040911	0.8813555724
1453	0.6425196305	0.8811913823
1454	0.6422700494	0.8810468454
1455	0.6421737765	0.8808897576
1456	0.6418059756	0.8807064793
1457	0.6422878254	0.8805358703
1458	0.6424774697	0.8804005667
1459	0.6431761807	0.8802106463
1460	0.644051671	0.8800241085
1461	0.6432798382	0.8798512025
1462	0.6443341738	0.8797012307
1463	0.6443988263	0.8794766
1464	0.6443808249	0.8793616003
1465	0.6435337374	0.8791620118
1466	0.6432635126	0.879002448
1467	0.643808585	0.8787959822
1468	0.6440626573	0.8786247842
1469	0.6445579402	0.8784084473
1470	0.6443639882	0.8782829767
1471	0.6453647524	0.8781806649
1472	0.6458835404	0.8780038962
1473	0.6453287629	0.8778757702
1474	0.6447131311	0.8777285939
1475	0.6456499533	0.8774925426
1476	0.6466747348	0.87735943
1477	0.6461755439	0.877117467
1478	0.6471884924	0.8770013045
1479	0.6473958019	0.8768920612
1480	0.647108009	0.8767254922
1481	0.648189162	0.8766173766
1482	0.6483269535	0.8764967024
1483	0.6482932734	0.8762351909
1484	0.6475608089	0.8759846824
1485	0.6477687686	0.8757770232
1486	0.6469259828	0.8756519983
1487	0.6473505671	0.8754454041
1488	0.6474546093	0.8752875277
1489	0.6486948114	0.8750438924
1490	0.648333019	0.8748531412
1491	0.650270393	0.8746295493
1492	0.6493865179	0.8743883916
1493	0.6495419722	0.8741790934
1494	0.6491184668	0.8739617474
1495	0.6502515726	0.8737539137
1496	0.6496065835	0.8736717792
1497	0.6499810708	0.873477601
1498	0.6498399327	0.8733267489
1499	0.6497467936	0.8731537531
1500	0.6500430257	0.872803324
1501	0.6498502401	0.8725537505
1502	0.6515048022	0.8723650995
1503	0.649592892	0.8721705502
1504	0.650550748	0.8720027081
1505	0.6514369982	0.8718010461
1506	0.650481293	0.8715862602
1507	0.6518533638	0.8713829725
1508	0.6509146725	0.8710949393
1509	0.6516468188	0.8709399295
1510	0.6516468188	0.8708351756
1511	0.6517498525	0.8706609312
1512	0.6517763704	0.8704785746
1513	0.6527574823	0.8703185104
1514	0.6529790783	0.8701623936
1515	0.6529626292	0.8700411555
1516	0.65291044	0.8699120821
1517	0.6535538241	0.8698396812
1518	0.6536254289	0.8696590892
1519	0.6535710844	0.869516658
1520	0.6541360697	0.8693540382
1521	0.6540334293	0.8691786836
1522	0.6541272393	0.8690721358
1523	0.6544675188	0.8689280288
1524	0.6545290767	0.868726193
1525	0.6542912043	0.8685022923
1526	0.6547297696	0.8683224413
1527	0.6547195832	0.8682249993
1528	0.6547312058	0.8679856493
1529	0.6549198947	0.8678574279
1530	0.6548699415	0.8676398778
1531	0.6552117523	0.8674654143
1532	0.654882025	0.8673057112
1533	0.6552674734	0.8670455151
1534	0.654996086	0.8669151011
1535	0.6548519554	0.8668062976
1536	0.655327205	0.8666051167
1537	0.6546121482	0.8664321098
1538	0.6550204796	0.8662692766
1539	0.6540075001	0.8661944333
1540	0.6541046539	0.8659914373
1541	0.6546163346	0.8657823571
1542	0.6551698464	0.8656163972
1543	0.6548784789	0.8655009839
1544	0.6560419025	0.8652858114
1545	0.656374955	0.8650572654
1546	0.6567947174	0.8648995487
1547	0.6567988305	0.8646990676
1548	0.6571259027	0.8645694698
1549	0.6572771411	0.8643972273
1550	0.6571418034	0.864212882
1551	0.6571775939	0.8640058369
1552	0.6567153321	0.8638955166
1553	0.6557254565	0.8637579988
1554	0.656521396	0.8635918396
1555	0.6557048486	0.8633594628
1556	0.6561495072	0.863160544
1557	0.6566860946	0.8629537961
1558	0.6566635911	0.8628804789
1559	0.6571132576	0.8627216972
1560	0.6571361793	0.8625697132
1561	0.6580930297	0.8624012936
1562	0.6577199583	0.862235767
1563	0.6579660028	0.8620557408
1564	0.6589410618	0.861834896
1565	0.6606426909	0.8615945265
1566	0.6592953984	0.8613804414
1567	0.660966194	0.8611328961
1568	0.6613225356	0.8609386544
1569	0.6604923101	0.8607952997
1570	0.6604923101	0.8606995343
1571	0.6604923101	0.8606053461
1572	0.6611049845	0.8604724311
1573	0.6620742052	0.8602761377
1574	0.6619968209	0.8600533466
1575	0.6631642621	0.859858216
1576	0.6628413832	0.8597313911
1577	0.6640986954	0.8595451327
1578	0.6635497629	0.8593281561
1579	0.663803859	0.8591927345
1580	0.6640855594	0.8590184329
1581	0.6631501384	0.8588076812
1582	0.6633949228	0.8586271576
1583	0.6637042204	0.8583906755
1584	0.6632684066	0.8582028497
1585	0.6641054304	0.8580465121
1586	0.6639872083	0.8579043311
1587	0.6636284134	0.8577427336
1588	0.663668046	0.8576007913
1589	0.6640762383	0.8574097204
1590	0.6644529584	0.8572056589
1591	0.6651555291	0.8570487247
1592	0.6649309746	0.8569037535
1593	0.66516434	0.8567435347
1594	0.66516434	0.8566003121
1595	0.6650250638	0.8563748006
1596	0.6649739808	0.8561672727
1597	0.6649729035	0.8560606634
1598	0.6649863793	0.8557877053
1599	0.6648276069	0.8555654905
1600	0.6647258873	0.8553784708
1601	0.6645941383	0.8551695922
1602	0.6648365413	0.8550218998
1603	0.6651042952	0.8548606939
1604	0.6651313434	0.8546922504
1605	0.66557445	0.8545452478
1606	0.6657360714	0.8543107741
1607	0.6652249776	0.8541668763
1608	0.665296921	0.8540622894
1609	0.6658459082	0.853841819
1610	0.6662436564	0.8537177432
1611	0.6662241133	0.853493922
1612	0.666358878	0.8532310203
1613	0.6663078562	0.8529360609
1614	0.6664455671	0.8528580756
1615	0.6666392266	0.852569992
1616	0.6668538065	0.8523360791
1617	0.6673375205	0.8522198932
1618	0.6675528897	0.8520891591
1619	0.6684212802	0.8519075088
1620	0.6682163701	0.8516358947
1621	0.6681982434	0.8515368329
1622	0.6696844453	0.8513139348
1623	0.6695600744	0.8511226814
1624	0.6694881188	0.851001766
1625	0.6687032781	0.8507898875
1626	0.6693329115	0.8505782017
1627	0.6689847911	0.8504229027
1628	0.6690774394	0.8502498333
1629	0.6693863593	0.8500623009
1630	0.6691115017	0.8499799851
1631	0.669142547	0.8498766725
1632	0.6691898277	0.8496990081
1633	0.6692594092	0.8495070161
1634	0.6691679606	0.8493171432
1635	0.6695726364	0.8490947256
1636	0.6695072802	0.8489002083
1637	0.6701897725	0.848778447
1638	0.670390064	0.8486344838
1639	0.6699184565	0.8484207736
1640	0.6710557717	0.8481743553
1641	0.6706699549	0.8479274875
1642	0.6711364571	0.8478049298
1643	0.6708945507	0.8476352143
1644	0.6723993874	0.8474463287
1645	0.6725681762	0.8473431402
1646	0.6718103531	0.847235825
1647	0.6718638286	0.8470351783
1648	0.6717576525	0.846928876
1649	0.6717744183	0.8466603987
1650	0.6730679516	0.8464862312
1651	0.6734838062	0.8462779866
1652	0.6733354051	0.8461002939
1653	0.6735620791	0.845878668
1654	0.6737051355	0.8457648178
1655	0.6746635488	0.8456283702
1656	0.6742629504	0.8454807583
1657	0.6726719726	0.845363996
1658	0.6727140969	0.8452098666
1659	0.6727251736	0.8450673166
1660	0.6742197951	0.8448492349
1661	0.6735405211	0.8447433804
1662	0.674090153	0.8444801943
1663	0.6750530358	0.844312108
1664	0.6743335366	0.8442124663
1665	0.6742865959	0.8440925421
1666	0.6740066639	0.8439221286
1667	0.6749486488	0.8437524428
1668	0.6753751105	0.843537916
1669	0.6740292268	0.8434114447
1670	0.6740406116	0.8432251686
1671	0.6740406116	0.8431619995
1672	0.6736361839	0.8429180276
1673	0.6746542298	0.8427143
1674	0.6748714502	0.8425818052
1675	0.6756375452	0.8424042077
1676	0.674375002	0.8422948542
1677	0.6748974067	0.8420773613
1678	0.6752751951	0.8419057889
1679	0.6754426568	0.8417020495
1680	0.6743568002	0.8415974985
1681	0.6750763369	0.8414760316
1682	0.6748506169	0.8412590672
1683	0.6747714542	0.8411292111
1684	0.6752550965	0.8409710834
1685	0.6750665209	0.8407837264
1686	0.6752372903	0.8405910048
1687	0.6754293924	0.8404350192
1688	0.6758100006	0.8402847289
1689	0.676030715	0.840101184
1690	0.6758496686	0.8399193506
1691	0.6759653751	0.8397413222
1692	0.676324831	0.8395280675
1693	0.676741071	0.8393784378
1694	0.6775118091	0.8391732009
1695	0.6769499586	0.8390940464
1696	0.6780871032	0.8388931701
1697	0.6774865661	0.8387156203
1698	0.6789727099	0.8384962994
1699	0.678865094	0.8384046036
1700	0.679623606	0.838209284
1701	0.6793061935	0.838071166
1702	0.6794401617	0.8378898909
1703	0.6798447614	0.8376984029
1704	0.6797863108	0.8375141883
1705	0.6794175938	0.8373522281
1706	0.6794098154	0.8371959962
1707	0.6800028559	0.8370366252
1708	0.6800607001	0.8368644839
1709	0.6797414173	0.8366735169
1710	0.6801506247	0.8365830933
1711	0.6799617448	0.8364177043
1712	0.6799350166	0.8362809189
1713	0.680281989	0.8361051846
1714	0.6800741256	0.8359424757
1715	0.6807750696	0.8357936032
1716	0.6807569561	0.8356682465
1717	0.6811196703	0.835503605
1718	0.6816451343	0.835358657
1719	0.6812202973	0.8352469789
1720	0.6816787345	0.8350953288
1721	0.6815744896	0.8349108247
1722	0.6810263403	0.8347423207
1723	0.6806585122	0.8346531567
1724	0.6804923181	0.8344981235
1725	0.6812793542	0.8344035345
1726	0.6808178238	0.8342957319
1727	0.6815038809	0.8341344018
1728	0.6812137011	0.8340253089
1729	0.6805914648	0.8338434884
1730	0.6811611277	0.8336620915
1731	0.6814038184	0.8335328787
1732	0.680950685	0.8333975927
1733	0.6806212493	0.8332148549
1734	0.6810929884	0.8330301814
1735	0.6811439338	0.8328775951
1736	0.6816736407	0.8327468337
1737	0.6818236803	0.8325749223
1738	0.6830167466	0.8323777726
1739	0.6828918762	0.8322298755
1740	0.6828913654	0.8320933442
1741	0.6826069144	0.8319270432
1742	0.6830597928	0.8317814927
1743	0.682102577	0.8315412487
1744	0.6818245575	0.8313467908
1745	0.6825918625	0.8312319491
1746	0.6826640542	0.8311274648
1747	0.6823483279	0.8309790057
1748	0.6821572772	0.8307184678
1749	0.6824864247	0.8305540514
1750	0.6829082337	0.8303625229
1751	0.6836372272	0.830209741
1752	0.6836922515	0.8300875629
1753	0.6834635392	0.8299124889
1754	0.6840454529	0.8297763373
1755	0.6837143846	0.8296324693
1756	0.6835869612	0.8294899965
1757	0.6837957196	0.8293312633
1758	0.6835339657	0.8291933134
1759	0.6841074475	0.8289030689
1760	0.6840693894	0.8287109553
1761	0.6843477923	0.8285327235
1762	0.6836161467	0.8283550131
1763	0.6842903271	0.8281901316
1764	0.6845455863	0.8280360777
1765	0.6843851661	0.8277341667
1766	0.6843130644	0.8275666199
1767	0.6840862526	0.8273993421
1768	0.6841394097	0.8272361422
1769	0.6845279361	0.8270387348
1770	0.6855618411	0.8268162721
