iter	WKappa	MultiClass
345	0.454838897	1.126913183
346	0.4549134143	1.126559534
347	0.4556571479	1.126309029
348	0.4558861329	1.125984973
349	0.4569897645	1.125788854
350	0.4549625013	1.125436026
351	0.4548364458	1.125243205
352	0.4551971979	1.124997753
353	0.4560494782	1.124669051
354	0.4560392047	1.124148662
355	0.4560438019	1.123948151
356	0.4555951166	1.12368234
357	0.4547253975	1.123264706
358	0.4547317136	1.123116592
359	0.4552226732	1.122812897
360	0.455561712	1.122663789
361	0.4556155285	1.122477296
362	0.4549575715	1.122111575
363	0.4556952142	1.12186211
364	0.456344167	1.12160152
365	0.4564886364	1.121430114
366	0.4563700086	1.121118684
367	0.4558981696	1.120967329
368	0.4558806695	1.120854181
369	0.4561492078	1.120504904
370	0.4552022733	1.120208515
371	0.4551472088	1.119902591
372	0.4554000331	1.11960301
373	0.4570644033	1.119306939
374	0.4569307708	1.119060884
375	0.4566616159	1.118848935
376	0.4566416042	1.118596443
377	0.4567990812	1.118259221
378	0.4568172565	1.118014851
379	0.4565604305	1.117870401
380	0.4567010922	1.117377554
381	0.4566155518	1.117229395
382	0.4569200238	1.116896715
383	0.4571616868	1.116604656
384	0.4575167855	1.116337488
385	0.4575209998	1.116014753
386	0.4574620739	1.115874758
387	0.457687985	1.115695907
388	0.4573719921	1.115345332
389	0.457624399	1.115114017
390	0.45818587	1.114825902
391	0.4570415233	1.114606545
392	0.4570532883	1.114343608
393	0.4574436515	1.113983072
394	0.457686895	1.113857223
395	0.4565709639	1.11361113
396	0.4567277252	1.113483082
397	0.4576352986	1.11325158
398	0.4564691153	1.112949775
399	0.4575636229	1.112447644
400	0.4582071858	1.112298738
401	0.4578726374	1.112150342
402	0.458103785	1.111944759
403	0.4589083489	1.111696414
404	0.4585292117	1.111412606
405	0.4587496551	1.11106627
406	0.4591989913	1.110841577
407	0.4598986022	1.110411189
408	0.4594839862	1.110218917
409	0.4608925797	1.109853536
410	0.4611891375	1.109577525
411	0.4610989999	1.10943464
412	0.4617412995	1.109168855
413	0.4618374817	1.109047669
414	0.461550594	1.108903728
415	0.4618119632	1.10868318
416	0.4625565016	1.10847059
417	0.4623782931	1.108249383
418	0.4613513845	1.107976692
419	0.4610665337	1.107743164
420	0.4614736366	1.107478429
421	0.4619357358	1.107067589
422	0.4621544956	1.106904241
423	0.4626498207	1.106624078
424	0.4636137443	1.106316995
425	0.4624647136	1.106014998
426	0.4631528368	1.105887545
427	0.4635168453	1.105718005
428	0.4638922004	1.10545694
429	0.4638922004	1.105314473
430	0.4641248751	1.105114284
431	0.4644887349	1.104809757
432	0.4643099125	1.104638212
433	0.4641527992	1.104462017
434	0.4648212946	1.104082822
435	0.4645609825	1.10392251
436	0.4647515213	1.103766334
437	0.4647783732	1.103380019
438	0.4667434858	1.102954305
439	0.46664839	1.102561129
440	0.4664675852	1.102376426
441	0.4663280195	1.102102051
442	0.4665056293	1.101958812
443	0.4659129484	1.101756219
444	0.4656258911	1.101340678
445	0.4662037037	1.101049434
446	0.4664763906	1.100679834
447	0.4657212147	1.100611436
448	0.4661744676	1.100425189
449	0.465938835	1.100039575
450	0.466603051	1.099700395
451	0.4663508144	1.09936373
452	0.4660226289	1.099081368
453	0.4659583176	1.098939862
454	0.4665208102	1.098576192
455	0.4663621667	1.09839719
456	0.4670878031	1.09807798
457	0.4663021186	1.097888143
458	0.466030172	1.097680037
459	0.4657251765	1.097378751
460	0.4655500798	1.09712467
461	0.4650532402	1.096782006
462	0.4651917785	1.096608811
463	0.466744821	1.096277848
464	0.4669467396	1.095960955
465	0.4674387014	1.095718124
466	0.4681203104	1.095338944
467	0.4691225231	1.09509391
468	0.4687968166	1.094668893
469	0.4687968166	1.094538559
470	0.4674486497	1.094242476
471	0.4677142102	1.093975544
472	0.4674840536	1.093773983
473	0.467242701	1.093559973
474	0.4685784749	1.093282041
475	0.4681700906	1.093052483
476	0.4683376346	1.092779841
477	0.4687668017	1.092546329
478	0.4680481829	1.09230689
479	0.4676895399	1.092123594
480	0.4678690039	1.091927023
481	0.4673235831	1.091727887
482	0.4681748511	1.091522748
483	0.4677951453	1.091332059
484	0.4687962485	1.091063409
485	0.4683291885	1.090866246
486	0.4689683208	1.090627963
487	0.4685246502	1.090340483
488	0.4688066063	1.090027557
489	0.4693802698	1.089717706
490	0.4697731843	1.08951503
491	0.4709409135	1.089201624
492	0.4714687246	1.088864199
493	0.471628416	1.08854294
494	0.4723264679	1.08830776
495	0.4733403311	1.088127749
496	0.474683384	1.087877558
497	0.4748174047	1.087641377
498	0.4738825126	1.087394039
499	0.4710045698	1.087173029
500	0.4721453952	1.086972726
501	0.4722759874	1.086853412
502	0.472079353	1.086605168
503	0.471864942	1.086391353
504	0.4720710406	1.086079159
505	0.4719049468	1.085630889
506	0.4714395986	1.085468459
507	0.4722420099	1.085175697
508	0.472596624	1.084914034
509	0.4727392171	1.084563433
510	0.4735589786	1.084401759
511	0.473966929	1.084253242
512	0.4739410881	1.084094802
513	0.474214079	1.083824839
514	0.4749839208	1.083578361
515	0.4747008576	1.083163777
516	0.4731691498	1.082992099
517	0.4722450938	1.082812024
518	0.4744726943	1.082537978
519	0.4747262962	1.082356785
520	0.4750752656	1.081992633
521	0.4744451865	1.081694084
522	0.4744986083	1.08152295
523	0.4741219093	1.081361991
524	0.4743178187	1.081040479
525	0.4751179834	1.080755238
526	0.4750558507	1.080315372
527	0.4750841474	1.080066993
528	0.4753194898	1.07982814
529	0.4750633872	1.079670586
530	0.475786608	1.079370904
531	0.4762352125	1.07922089
532	0.4761304777	1.0790517
533	0.4762594787	1.07879414
534	0.4760172009	1.078504958
535	0.4760328141	1.078278889
536	0.4758251928	1.078019043
537	0.4774653079	1.077743398
538	0.4779304413	1.077449907
539	0.4780674157	1.077323818
540	0.4785955199	1.077067177
541	0.4788738176	1.076805937
542	0.4787558154	1.076510864
543	0.4791167352	1.076283815
544	0.4786733061	1.07594988
545	0.4791989685	1.075637689
546	0.4797541045	1.075482073
547	0.47975689	1.075203523
548	0.4802853048	1.074863857
549	0.4807862429	1.074617482
550	0.4802619765	1.074365489
551	0.4792250548	1.074091403
552	0.4796310531	1.073836086
553	0.4801492484	1.073477817
554	0.4801171532	1.073320218
555	0.4806551504	1.072990379
556	0.4807593023	1.072783394
557	0.4814298839	1.072580565
558	0.4808593035	1.072343922
559	0.4815556347	1.071964356
560	0.4822409827	1.071701827
561	0.4810174129	1.07129808
562	0.4834663928	1.070981147
563	0.4830933608	1.07070443
564	0.4838545227	1.070570566
565	0.4828355684	1.070334144
566	0.4833157825	1.070083554
567	0.4823836456	1.069771813
568	0.4823991547	1.069548922
569	0.4828996872	1.069304637
570	0.483758263	1.069075193
571	0.4847787179	1.068821661
572	0.4847943341	1.068568054
573	0.4850693229	1.068389469
574	0.4850693229	1.068250384
575	0.48607449	1.068102752
576	0.485805491	1.067948969
577	0.4858911089	1.0674966
578	0.4862485836	1.067175921
579	0.4874758479	1.06689356
580	0.4868031444	1.066781702
581	0.4864319831	1.066598982
582	0.4864844128	1.066427208
583	0.4885763519	1.066146822
584	0.4881878053	1.065924006
585	0.4879793334	1.065698087
586	0.4888506003	1.065558771
587	0.4880776813	1.065333396
588	0.4883660927	1.065131384
589	0.4876643792	1.06495071
590	0.4882955026	1.064734134
591	0.4885211447	1.064443059
592	0.4884801733	1.064275347
593	0.4887483253	1.063988122
594	0.4885735877	1.063686337
595	0.4892149523	1.063384475
596	0.4897624271	1.063135953
597	0.4905025367	1.062776012
598	0.4907295871	1.06261702
599	0.490513016	1.062239793
600	0.4921732755	1.061861174
601	0.492232664	1.061551719
602	0.4923706879	1.061316962
603	0.4908335735	1.060906232
604	0.4925270865	1.060667152
605	0.4922167415	1.060485065
606	0.4929483658	1.060267374
607	0.4926318045	1.060124422
608	0.4933498306	1.05994909
609	0.4926615291	1.059513066
610	0.4923386382	1.059312667
611	0.4938364167	1.059067649
612	0.4938238542	1.058815243
613	0.4937536829	1.058457214
614	0.4932137984	1.058319557
615	0.4941669477	1.05809389
616	0.4945228914	1.057858583
617	0.4952965518	1.05754046
618	0.4960927244	1.057265045
619	0.4968587736	1.056908475
620	0.4967936121	1.056649665
621	0.4955024062	1.056421822
622	0.4958514079	1.055951667
623	0.4958952088	1.055763689
624	0.4962316068	1.055611329
625	0.4970572271	1.055309723
626	0.4951582592	1.055112174
627	0.4960722195	1.054922379
628	0.4966667318	1.05460961
629	0.4968400109	1.054389194
630	0.4973087375	1.054210029
631	0.4982631745	1.05385001
632	0.4979052453	1.053585343
633	0.497761209	1.053257695
634	0.4976228976	1.053153778
635	0.4973262479	1.052947525
636	0.498109634	1.052783801
637	0.4983052276	1.052547217
638	0.4982497036	1.052314419
639	0.4993258756	1.052038333
640	0.4989964092	1.051629641
641	0.4988717337	1.051371884
642	0.4990465585	1.051113698
643	0.4992565996	1.050957394
644	0.4996593814	1.050543421
645	0.499175352	1.050376155
646	0.4992110558	1.050109723
647	0.4994593239	1.049944403
648	0.4997342785	1.049679306
649	0.4978977234	1.049222951
650	0.4989204513	1.049080785
651	0.4996521751	1.048879414
652	0.4993467538	1.048680677
653	0.4995738285	1.048509672
654	0.5004983304	1.048291563
655	0.500552664	1.048014481
656	0.5015988212	1.047627266
657	0.5022493969	1.047320009
658	0.5023257875	1.047085227
659	0.502587685	1.046957674
660	0.5027652856	1.046861214
661	0.5026823077	1.046528763
662	0.5037051279	1.046220769
663	0.5045293961	1.045937251
664	0.5049356886	1.045666987
665	0.5047858677	1.045453196
666	0.5058946384	1.045335919
667	0.5064510421	1.045090084
668	0.5060193744	1.044876975
669	0.5070451601	1.044614668
670	0.5054964131	1.044287
671	0.5060729047	1.044091975
672	0.5070684156	1.043739893
673	0.5069602892	1.043468315
674	0.5068891847	1.043264183
675	0.5074847821	1.043003838
676	0.5074121827	1.04287042
677	0.5075524035	1.042736849
678	0.5081947263	1.042441246
679	0.5087425235	1.042296497
680	0.5093041999	1.04196034
681	0.5099617408	1.041801792
682	0.509087317	1.041531228
683	0.5101042764	1.041292298
684	0.5095977474	1.041120042
685	0.5096473329	1.040863746
686	0.5094662464	1.04065123
687	0.5097198364	1.040404266
688	0.5091961498	1.040246165
689	0.5096662166	1.039776747
690	0.5100306861	1.039528227
691	0.5097547707	1.039297394
692	0.5095503484	1.039015671
693	0.5112506485	1.038835595
694	0.5103909105	1.038498184
695	0.5105893848	1.038330205
696	0.5111478129	1.038125116
697	0.5122378826	1.037685998
698	0.5122850535	1.037564455
699	0.5121985117	1.037337534
700	0.5120811053	1.037123511
701	0.5121923248	1.036895038
702	0.5126060334	1.036656906
703	0.5125862329	1.036513553
704	0.512081191	1.036237031
705	0.5122128397	1.036019451
706	0.512514563	1.035673391
707	0.5127266583	1.035436209
708	0.5132760473	1.035147799
709	0.5130619944	1.034963711
710	0.514173295	1.034593327
711	0.5138271634	1.034430265
712	0.5147403645	1.034248967
713	0.5149929511	1.034073542
714	0.5150790787	1.03379693
715	0.5156435085	1.03368609
716	0.5156152008	1.033535514
717	0.5152160165	1.033291093
718	0.5148263211	1.033070814
719	0.5151113529	1.032927066
720	0.515135806	1.032739925
721	0.5146599534	1.032560521
722	0.515212002	1.032352237
723	0.5145293357	1.032137183
724	0.5149016487	1.031880255
725	0.5156811182	1.031463148
726	0.5164516563	1.031353665
727	0.5171192493	1.031063688
728	0.5164135958	1.030925625
729	0.5161420132	1.030692002
730	0.5167309988	1.030558276
731	0.5166744413	1.03034547
732	0.5169000704	1.030212178
733	0.5165308318	1.030099891
734	0.5161025323	1.029819893
735	0.5165301671	1.029638941
736	0.516371864	1.029379972
737	0.5165786717	1.029120282
738	0.5171971291	1.028869012
739	0.5166923267	1.028658911
740	0.5167962174	1.028567727
741	0.5167962174	1.028435654
742	0.5172348434	1.028266826
743	0.5173622439	1.028034072
744	0.5177127885	1.027817211
745	0.5176305224	1.027582051
746	0.5174095418	1.027295495
747	0.5179336203	1.027087021
748	0.518092776	1.0269066
749	0.5176461275	1.026670034
750	0.5175757059	1.026422573
751	0.5180411552	1.02628641
752	0.5170994714	1.026044189
753	0.5179742883	1.025799285
754	0.5178993739	1.025659902
755	0.5170799909	1.025345194
756	0.5173479248	1.025150202
757	0.5175846046	1.024913327
758	0.5179218472	1.024767507
759	0.5177676156	1.024554548
760	0.5186504483	1.024348341
761	0.5187910669	1.024166918
762	0.5188430644	1.023902666
763	0.5187370801	1.023682776
764	0.5193840438	1.023417553
765	0.5200527218	1.023043585
766	0.5187420239	1.022830805
767	0.519011053	1.022624694
768	0.5197078155	1.022455326
769	0.519851201	1.022273796
770	0.5197801958	1.022050522
771	0.520453563	1.021818823
772	0.520381085	1.021703441
773	0.5203818998	1.021419201
774	0.5203818998	1.021299087
775	0.5198777553	1.020918798
776	0.5195201365	1.02062518
777	0.520286557	1.020389118
778	0.520317192	1.019982998
779	0.5211836244	1.019741649
780	0.5215180528	1.019338511
781	0.5214212592	1.019093804
782	0.5215465061	1.018892884
783	0.5221753779	1.018649754
784	0.5215538574	1.018493701
785	0.5227163665	1.018299441
786	0.5227794441	1.018120705
787	0.5227746434	1.017947089
788	0.523042936	1.01782649
789	0.5235506638	1.017572185
790	0.5236920927	1.017317819
791	0.5243699065	1.017126474
792	0.5246829011	1.016928312
793	0.5249290648	1.016713617
794	0.5236240691	1.016521657
795	0.5237732633	1.016320399
796	0.524322755	1.01612025
797	0.5246778485	1.015823555
798	0.5250857769	1.015592707
799	0.5254718427	1.015455139
800	0.5258920491	1.015251537
801	0.5255254977	1.014990766
802	0.5248369881	1.014796553
803	0.5258397414	1.014429537
804	0.5259925984	1.014283475
805	0.5269269679	1.014157418
806	0.527344746	1.013935405
807	0.5268760254	1.013731695
808	0.5277536211	1.013564573
809	0.5271303316	1.013394552
810	0.5276776349	1.013296222
811	0.5275913874	1.01318382
812	0.5270823475	1.012911836
813	0.5269801691	1.01281454
814	0.5269513744	1.012708073
815	0.5271979687	1.01238431
816	0.5272670644	1.012242533
817	0.5274276565	1.012136805
818	0.5274468092	1.011847301
819	0.5274730613	1.011604299
820	0.5277057459	1.011402272
821	0.5280507165	1.011092542
822	0.5275921114	1.010883171
823	0.5276486185	1.01053922
824	0.5276447248	1.010475421
825	0.5281530406	1.010218609
826	0.5277635888	1.009977655
827	0.5282431237	1.009812219
828	0.5287177158	1.009406457
829	0.5282684528	1.009169028
830	0.5284652191	1.008918073
831	0.529740835	1.00859953
832	0.5294348209	1.00832486
833	0.5291468267	1.008178805
834	0.5291377914	1.007967234
835	0.529006086	1.007772346
836	0.5290381365	1.007590208
837	0.5297374161	1.007316207
838	0.5311940668	1.007072952
839	0.5317304937	1.006862118
840	0.5316291587	1.006677483
841	0.5317881729	1.006534066
842	0.5315338062	1.006333334
843	0.5308401506	1.006090474
844	0.5302967316	1.005757184
845	0.5316183379	1.005347171
846	0.5329425848	1.005021997
847	0.5337369026	1.004783145
848	0.5336119739	1.004529772
849	0.5346234035	1.004252363
850	0.5344127233	1.003905628
851	0.5339412743	1.003685832
852	0.5340736702	1.003413485
853	0.5347628981	1.003123916
854	0.5349595136	1.002809039
855	0.5346618243	1.002529587
856	0.5356750745	1.002285081
857	0.5354250947	1.002111522
858	0.5360760642	1.001815401
859	0.5361524941	1.001466353
860	0.5364213146	1.001359898
861	0.5369299884	1.001144265
862	0.5384457482	1.000911973
863	0.5386409401	1.000727405
864	0.5387630134	1.000601233
865	0.5376879845	1.000437248
866	0.5384499168	1.000269149
867	0.5385214211	1.000121823
868	0.5376089308	0.9998936691
869	0.5381179257	0.9997011552
870	0.5391687051	0.9993687313
871	0.538754502	0.9991143742
872	0.5380919798	0.9988654036
873	0.5381149906	0.998509766
874	0.5391871167	0.9983032653
875	0.5400730789	0.9981268248
876	0.5388359435	0.9977900321
877	0.5385314696	0.9975872986
878	0.5407657257	0.9972484629
879	0.5403811291	0.9970239173
880	0.5406843931	0.9968636049
881	0.5407453421	0.9966614218
882	0.5408563591	0.996453882
883	0.5408148857	0.9962210916
884	0.5414287799	0.9960258911
885	0.540838976	0.9957901625
886	0.5411525254	0.9955619815
887	0.5415230663	0.9954086491
888	0.5419680847	0.9951792491
889	0.5425149152	0.9949211039
890	0.5426091232	0.9947819309
891	0.5429747924	0.9946186799
892	0.5439007005	0.9943895807
893	0.5444373257	0.9941861098
894	0.54385922	0.9938135862
895	0.54385922	0.9936795756
896	0.5437885367	0.9936073142
897	0.5434571065	0.9934142739
898	0.5435452859	0.993163991
899	0.5447932631	0.9928905523
900	0.5454771252	0.9926779471
901	0.545972326	0.9923483824
902	0.5453137331	0.9922304828
903	0.5470002046	0.9919585156
904	0.5471468448	0.9916836588
905	0.5478648071	0.9914438962
906	0.5474135485	0.9912479581
907	0.5472895248	0.9909964098
908	0.5475387378	0.9907407276
909	0.5475147169	0.9905647648
910	0.5472522992	0.9904128604
911	0.5470584318	0.9902268882
912	0.5471035269	0.9900243584
913	0.5469287467	0.9898000802
914	0.5475506413	0.9896631096
915	0.5481232139	0.9894075097
916	0.548477655	0.9892411868
917	0.5479921655	0.9890738526
918	0.5495352404	0.9888346772
919	0.5507970595	0.988520012
920	0.5505686528	0.9882789735
921	0.5499690411	0.9881320252
922	0.5505071071	0.9879874209
923	0.5499781387	0.9877828613
924	0.5510187223	0.9876449263
925	0.5500942773	0.9874456491
926	0.5504079622	0.9871373158
927	0.5507976876	0.9868973467
928	0.551240568	0.986682795
929	0.5492052626	0.9864108347
930	0.5492323801	0.9863016365
931	0.5505152345	0.9860201678
932	0.5502548121	0.9857834487
933	0.5513568562	0.9855818337
