iter	Passed	Remaining
338	1592	7801
339	1597	7798
340	1601	7791
341	1606	7786
342	1610	7778
343	1614	7770
344	1619	7769
345	1624	7764
346	1628	7759
347	1633	7755
348	1638	7753
349	1643	7747
350	1647	7740
351	1652	7736
352	1656	7729
353	1660	7722
354	1665	7717
355	1669	7709
356	1673	7703
357	1678	7700
358	1683	7697
359	1689	7697
360	1693	7688
361	1698	7685
362	1702	7678
363	1706	7670
364	1711	7666
365	1715	7660
366	1719	7652
367	1724	7648
368	1729	7642
369	1733	7637
370	1738	7633
371	1742	7627
372	1747	7620
373	1751	7616
374	1755	7609
375	1760	7603
376	1765	7599
377	1769	7592
378	1774	7587
379	1779	7585
380	1784	7582
381	1788	7575
382	1792	7569
383	1797	7564
384	1801	7555
385	1805	7548
386	1809	7540
387	1813	7536
388	1818	7529
389	1822	7522
390	1826	7517
391	1831	7512
392	1835	7505
393	1840	7500
394	1844	7494
395	1849	7491
396	1853	7484
397	1858	7479
398	1863	7477
399	1867	7470
400	1872	7466
401	1876	7461
402	1881	7456
403	1885	7450
404	1890	7444
405	1894	7438
406	1899	7433
407	1903	7428
408	1908	7424
409	1913	7420
410	1918	7417
411	1922	7410
412	1927	7408
413	1932	7404
414	1937	7399
415	1941	7394
416	1946	7387
417	1950	7380
418	1953	7371
419	1958	7366
420	1963	7363
421	1967	7357
422	1972	7353
423	1976	7347
424	1981	7344
425	1986	7341
426	1991	7335
427	1996	7331
428	2000	7325
429	2004	7320
430	2009	7315
431	2014	7310
432	2018	7304
433	2022	7298
434	2027	7294
435	2031	7287
436	2035	7280
437	2040	7278
438	2045	7275
439	2049	7267
440	2053	7261
441	2057	7254
442	2062	7247
443	2066	7242
444	2071	7237
445	2075	7233
446	2080	7228
447	2086	7227
448	2091	7226
449	2096	7219
450	2101	7218
451	2106	7215
452	2111	7210
453	2115	7204
454	2120	7201
455	2125	7195
456	2129	7188
457	2133	7183
458	2138	7178
459	2142	7171
460	2146	7166
461	2151	7162
462	2155	7156
463	2160	7152
464	2164	7146
465	2170	7144
466	2175	7140
467	2179	7135
468	2186	7136
469	2190	7132
470	2194	7125
471	2198	7118
472	2203	7115
473	2208	7110
474	2212	7104
475	2217	7099
476	2222	7095
477	2226	7088
478	2230	7083
479	2234	7077
480	2238	7069
481	2243	7065
482	2248	7061
483	2253	7058
484	2258	7054
485	2262	7049
486	2267	7044
487	2271	7037
488	2275	7030
489	2279	7023
490	2285	7023
491	2291	7022
492	2295	7016
493	2299	7009
494	2304	7005
495	2309	7001
496	2313	6997
497	2318	6993
498	2322	6987
499	2327	6981
500	2332	6978
501	2336	6972
502	2340	6966
503	2345	6963
504	2349	6956
505	2353	6949
506	2357	6943
507	2362	6938
508	2368	6936
509	2372	6930
510	2376	6924
511	2381	6920
512	2385	6914
513	2390	6912
514	2395	6907
515	2400	6902
516	2404	6897
517	2408	6891
518	2413	6887
519	2418	6882
520	2422	6876
521	2427	6874
522	2432	6868
523	2436	6862
524	2440	6856
525	2445	6851
526	2449	6847
527	2454	6841
528	2459	6838
529	2463	6833
530	2467	6827
531	2472	6823
532	2477	6817
533	2481	6811
534	2485	6806
535	2490	6803
536	2495	6798
537	2500	6793
538	2504	6789
539	2510	6786
540	2514	6780
541	2518	6773
542	2521	6766
543	2527	6763
544	2531	6758
545	2535	6752
546	2539	6746
547	2543	6739
548	2547	6733
549	2552	6728
550	2556	6723
551	2561	6718
552	2565	6713
553	2569	6707
554	2574	6703
555	2579	6699
556	2583	6693
557	2588	6689
558	2593	6684
559	2597	6678
560	2601	6672
561	2606	6668
562	2611	6665
563	2615	6659
564	2620	6655
565	2624	6650
566	2628	6643
567	2633	6639
568	2637	6633
569	2641	6627
570	2645	6621
571	2649	6615
572	2654	6611
573	2659	6605
574	2663	6599
575	2667	6595
576	2672	6590
577	2676	6585
578	2680	6579
579	2685	6574
580	2690	6571
581	2695	6566
582	2699	6561
583	2703	6555
584	2708	6550
585	2712	6544
586	2717	6540
587	2721	6535
588	2726	6530
589	2730	6525
590	2735	6521
591	2739	6516
592	2743	6510
593	2749	6507
594	2753	6502
595	2757	6495
596	2761	6489
597	2765	6483
598	2771	6481
599	2775	6475
600	2779	6470
601	2784	6466
602	2788	6461
603	2793	6456
604	2798	6452
605	2802	6447
606	2808	6444
607	2812	6438
608	2816	6434
609	2821	6428
610	2825	6422
611	2830	6420
612	2834	6414
613	2839	6409
614	2843	6403
615	2848	6400
616	2853	6396
617	2857	6389
618	2862	6386
619	2867	6382
620	2871	6375
621	2875	6370
622	2880	6365
623	2884	6361
624	2890	6358
625	2894	6352
626	2898	6347
627	2903	6342
628	2906	6336
629	2912	6333
630	2917	6329
631	2921	6324
632	2926	6319
633	2932	6317
634	2937	6315
635	2942	6310
636	2946	6304
637	2950	6299
638	2955	6293
639	2959	6289
640	2964	6284
641	2968	6278
642	2972	6272
643	2977	6268
644	2981	6263
645	2986	6259
646	2992	6257
647	2999	6257
648	3004	6253
649	3008	6249
650	3014	6247
651	3019	6242
652	3024	6238
653	3028	6232
654	3032	6226
655	3036	6221
656	3041	6217
657	3045	6212
658	3050	6207
659	3054	6201
660	3059	6198
661	3064	6193
662	3068	6187
663	3073	6183
664	3077	6177
665	3081	6171
666	3085	6166
667	3090	6162
668	3095	6159
669	3100	6154
670	3105	6150
671	3109	6145
672	3114	6140
673	3119	6136
674	3123	6131
675	3127	6125
676	3132	6120
677	3136	6116
678	3141	6112
679	3146	6107
680	3150	6102
681	3155	6098
682	3159	6092
683	3164	6087
684	3167	6081
685	3172	6077
686	3177	6073
687	3182	6068
688	3187	6065
689	3191	6059
690	3196	6055
691	3201	6050
692	3205	6045
693	3209	6039
694	3214	6035
695	3218	6030
696	3223	6026
697	3227	6020
698	3232	6016
699	3236	6011
700	3241	6006
701	3245	6001
702	3249	5995
703	3256	5995
704	3261	5990
705	3265	5985
706	3270	5980
707	3274	5975
708	3279	5970
709	3283	5965
710	3287	5960
711	3292	5956
712	3297	5951
713	3302	5947
714	3306	5942
715	3310	5937
716	3315	5933
717	3319	5927
718	3323	5922
719	3327	5916
720	3332	5911
721	3337	5907
722	3341	5902
723	3346	5897
724	3350	5892
725	3355	5887
726	3359	5883
727	3364	5878
728	3368	5873
729	3373	5868
730	3377	5863
731	3382	5858
732	3386	5854
733	3391	5849
734	3396	5845
735	3401	5841
736	3405	5835
737	3408	5829
738	3414	5826
739	3419	5821
740	3423	5816
741	3428	5811
742	3432	5806
743	3436	5801
744	3440	5796
745	3445	5791
746	3450	5786
747	3454	5781
748	3458	5776
749	3462	5771
750	3466	5765
751	3471	5760
752	3476	5756
753	3480	5751
754	3484	5746
755	3488	5740
756	3492	5735
757	3498	5732
758	3503	5727
759	3507	5722
760	3512	5719
761	3517	5715
762	3522	5711
763	3527	5707
764	3531	5701
765	3536	5696
766	3540	5691
767	3545	5687
768	3549	5682
769	3554	5677
770	3558	5672
771	3563	5667
772	3567	5662
773	3571	5656
774	3576	5652
775	3581	5649
776	3585	5643
777	3590	5639
778	3594	5633
779	3598	5629
780	3603	5623
781	3607	5618
782	3612	5614
783	3617	5610
784	3621	5605
785	3626	5601
786	3630	5595
787	3634	5590
788	3639	5585
789	3644	5581
790	3648	5576
791	3652	5570
792	3657	5567
793	3662	5563
794	3667	5559
795	3672	5554
796	3677	5550
797	3681	5545
798	3685	5539
799	3690	5535
800	3695	5531
801	3700	5527
802	3705	5523
803	3710	5519
804	3713	5512
805	3718	5509
806	3723	5503
807	3727	5498
808	3731	5493
809	3735	5488
810	3740	5484
811	3744	5479
812	3749	5474
813	3754	5469
814	3758	5464
815	3762	5459
816	3766	5453
817	3770	5448
818	3775	5444
819	3781	5441
820	3786	5437
821	3790	5432
822	3795	5427
823	3800	5423
824	3805	5419
825	3809	5414
826	3813	5408
827	3819	5405
828	3824	5402
829	3828	5396
830	3833	5392
831	3837	5386
832	3841	5381
833	3845	5376
834	3850	5372
835	3855	5367
836	3860	5364
837	3865	5360
838	3869	5355
839	3874	5349
840	3879	5346
841	3883	5341
842	3887	5335
843	3891	5330
844	3895	5324
845	3901	5321
846	3906	5317
847	3911	5313
848	3917	5311
849	3922	5306
850	3926	5301
851	3930	5296
852	3935	5292
853	3940	5287
854	3944	5282
855	3948	5277
856	3953	5272
857	3957	5267
858	3961	5262
859	3966	5258
860	3971	5253
861	3975	5248
862	3980	5244
863	3985	5239
864	3989	5234
865	3994	5231
866	4000	5228
867	4004	5223
868	4008	5217
869	4014	5214
870	4019	5209
871	4023	5205
872	4028	5200
873	4032	5194
874	4036	5189
875	4041	5185
876	4045	5180
877	4049	5174
878	4053	5169
879	4057	5164
880	4063	5160
881	4067	5156
882	4072	5151
883	4076	5146
884	4080	5141
885	4085	5136
886	4089	5131
887	4094	5127
888	4099	5123
889	4104	5118
890	4109	5114
891	4113	5110
892	4118	5105
893	4123	5100
894	4127	5096
895	4131	5090
896	4135	5085
897	4140	5080
898	4145	5076
899	4149	5072
900	4154	5067
901	4159	5062
902	4163	5058
903	4167	5052
904	4171	5047
905	4177	5043
906	4182	5040
907	4186	5035
908	4192	5031
909	4197	5028
910	4204	5025
911	4210	5022
912	4214	5017
913	4219	5013
914	4226	5011
915	4231	5007
916	4236	5002
917	4240	4998
918	4244	4993
919	4249	4988
920	4254	4984
921	4260	4981
922	4265	4977
923	4270	4972
924	4274	4967
925	4278	4962
926	4284	4958
927	4289	4954
928	4293	4950
929	4298	4945
930	4304	4942
931	4309	4937
932	4314	4933
933	4319	4929
934	4324	4925
935	4328	4920
936	4333	4915
937	4338	4912
938	4343	4907
939	4348	4903
940	4353	4899
941	4357	4894
942	4363	4890
943	4368	4886
944	4372	4881
945	4376	4876
946	4382	4872
947	4387	4869
948	4393	4865
949	4398	4861
950	4403	4857
951	4408	4853
952	4413	4848
953	4420	4846
954	4424	4841
955	4429	4837
956	4433	4832
957	4438	4827
958	4442	4822
959	4447	4818
960	4452	4813
961	4457	4809
962	4462	4804
963	4467	4800
964	4471	4796
965	4477	4792
966	4482	4788
967	4486	4782
968	4490	4778
969	4496	4774
970	4503	4772
971	4509	4769
972	4513	4764
973	4518	4759
974	4523	4755
975	4528	4751
976	4532	4746
977	4537	4741
978	4542	4737
979	4557	4743
980	4562	4739
981	4567	4735
982	4572	4730
983	4576	4725
984	4581	4720
985	4585	4715
986	4590	4711
987	4595	4706
988	4600	4702
989	4605	4698
990	4609	4693
991	4613	4688
992	4618	4683
993	4622	4678
994	4627	4673
995	4632	4669
996	4637	4664
997	4641	4660
998	4646	4655
999	4650	4650
1000	4654	4644
1001	4659	4641
1002	4664	4636
1003	4669	4632
1004	4673	4627
1005	4677	4622
1006	4682	4617
1007	4686	4612
1008	4691	4607
1009	4695	4602
1010	4699	4597
1011	4704	4592
1012	4710	4589
1013	4715	4585
1014	4720	4581
1015	4725	4576
1016	4728	4570
1017	4732	4565
1018	4738	4561
1019	4743	4557
1020	4747	4552
1021	4752	4547
1022	4756	4543
1023	4761	4537
1024	4766	4534
1025	4771	4529
1026	4775	4524
1027	4779	4519
1028	4784	4514
1029	4789	4510
1030	4795	4506
1031	4800	4503
1032	4807	4499
1033	4811	4495
1034	4816	4490
1035	4821	4486
1036	4827	4482
1037	4833	4479
1038	4838	4475
1039	4843	4470
1040	4849	4467
1041	4853	4462
1042	4859	4458
1043	4864	4454
1044	4869	4450
1045	4875	4446
1046	4883	4444
1047	4890	4442
1048	4895	4438
1049	4902	4435
1050	4907	4430
1051	4911	4426
1052	4916	4421
1053	4922	4417
1054	4927	4413
1055	4932	4409
1056	4936	4404
1057	4941	4399
1058	4945	4394
1059	4950	4389
1060	4955	4385
1061	4960	4381
1062	4965	4376
1063	4968	4371
1064	4973	4366
1065	4978	4361
1066	4982	4357
1067	4987	4352
1068	4992	4348
1069	4998	4344
1070	5003	4340
1071	5009	4336
1072	5013	4331
1073	5018	4326
1074	5021	4321
1075	5027	4316
1076	5032	4312
1077	5036	4308
1078	5043	4304
1079	5047	4300
1080	5052	4295
1081	5056	4289
1082	5061	4285
1083	5065	4280
1084	5069	4275
1085	5075	4271
1086	5080	4267
1087	5084	4262
1088	5089	4257
1089	5094	4253
1090	5098	4248
1091	5103	4243
1092	5108	4239
1093	5114	4235
1094	5119	4230
1095	5124	4226
1096	5128	4221
1097	5133	4216
1098	5137	4211
1099	5142	4207
1100	5146	4202
1101	5150	4197
1102	5156	4193
1103	5161	4189
1104	5166	4184
1105	5171	4180
1106	5175	4175
1107	5179	4170
1108	5183	4164
1109	5190	4161
1110	5195	4157
1111	5199	4152
1112	5205	4148
1113	5209	4143
1114	5214	4138
1115	5217	4133
1116	5223	4128
1117	5227	4123
1118	5231	4118
1119	5236	4114
1120	5241	4109
1121	5245	4105
1122	5249	4099
1123	5254	4095
1124	5259	4090
1125	5263	4085
1126	5267	4080
1127	5271	4075
1128	5276	4070
1129	5280	4065
1130	5285	4060
1131	5289	4056
1132	5293	4050
1133	5297	4045
1134	5302	4041
1135	5307	4036
1136	5311	4031
1137	5318	4028
1138	5322	4023
1139	5326	4018
1140	5330	4013
1141	5334	4008
1142	5339	4003
1143	5343	3998
1144	5347	3993
1145	5352	3988
1146	5357	3984
1147	5362	3979
1148	5366	3975
1149	5371	3970
1150	5375	3965
1151	5379	3960
1152	5386	3956
1153	5390	3951
1154	5395	3947
1155	5401	3943
1156	5406	3938
1157	5410	3933
1158	5414	3928
1159	5419	3924
1160	5424	3920
1161	5428	3914
1162	5432	3909
1163	5437	3905
1164	5441	3899
1165	5446	3895
1166	5451	3891
1167	5456	3886
1168	5460	3881
1169	5465	3877
1170	5470	3872
1171	5475	3868
1172	5480	3864
1173	5486	3860
1174	5491	3855
1175	5496	3850
1176	5501	3846
1177	5506	3842
1178	5514	3839
1179	5519	3835
1180	5525	3832
1181	5531	3828
1182	5537	3824
1183	5542	3820
1184	5548	3816
1185	5553	3811
1186	5559	3807
1187	5565	3804
1188	5570	3799
1189	5574	3794
1190	5582	3791
1191	5587	3787
1192	5592	3783
1193	5598	3778
1194	5603	3775
1195	5610	3771
1196	5615	3767
1197	5620	3762
1198	5626	3759
1199	5633	3755
1200	5638	3751
1201	5643	3746
1202	5648	3741
1203	5653	3737
1204	5658	3733
1205	5663	3728
1206	5668	3724
1207	5673	3719
1208	5677	3714
1209	5682	3709
1210	5687	3705
1211	5692	3700
1212	5697	3696
1213	5702	3691
1214	5711	3690
1215	5719	3687
1216	5724	3683
1217	5729	3678
1218	5734	3674
1219	5741	3670
1220	5748	3667
1221	5753	3662
1222	5757	3658
1223	5762	3653
1224	5768	3649
1225	5774	3645
1226	5778	3640
1227	5783	3636
1228	5790	3632
1229	5796	3628
1230	5801	3624
1231	5807	3620
1232	5812	3616
1233	5818	3611
1234	5824	3607
1235	5829	3603
1236	5834	3598
1237	5839	3594
1238	5843	3589
1239	5848	3584
1240	5854	3580
1241	5869	3581
1242	5882	3582
1243	5892	3580
1244	5901	3578
1245	5910	3576
1246	5915	3572
1247	5921	3568
1248	5927	3563
1249	5939	3563
1250	5944	3558
1251	5948	3553
1252	5952	3548
1253	5956	3543
1254	5961	3539
1255	5966	3534
1256	5970	3529
1257	5974	3523
1258	5978	3518
1259	5983	3514
1260	5988	3509
1261	5991	3503
1262	5997	3499
1263	6002	3495
1264	6008	3490
1265	6013	3486
1266	6017	3481
1267	6023	3477
1268	6027	3472
1269	6032	3467
1270	6036	3462
1271	6044	3459
1272	6051	3455
1273	6056	3451
1274	6060	3446
1275	6066	3442
1276	6071	3437
1277	6076	3432
1278	6081	3428
1279	6087	3424
1280	6093	3420
1281	6098	3415
1282	6104	3411
1283	6111	3407
1284	6117	3403
1285	6123	3399
1286	6128	3395
1287	6132	3390
1288	6137	3385
1289	6143	3381
1290	6149	3377
1291	6154	3372
1292	6158	3367
1293	6163	3362
1294	6167	3357
1295	6172	3353
1296	6177	3348
1297	6181	3342
1298	6185	3337
1299	6190	3333
1300	6197	3329
1301	6202	3324
1302	6206	3320
1303	6211	3315
1304	6215	3310
1305	6219	3304
1306	6224	3300
1307	6228	3295
1308	6232	3290
1309	6236	3285
1310	6240	3279
1311	6245	3275
1312	6251	3270
1313	6255	3265
1314	6259	3260
1315	6263	3255
1316	6268	3250
1317	6273	3246
1318	6277	3241
1319	6282	3236
1320	6287	3232
1321	6291	3226
1322	6296	3221
1323	6301	3217
1324	6306	3212
1325	6311	3207
1326	6315	3202
1327	6318	3197
1328	6323	3192
1329	6327	3187
1330	6332	3182
1331	6337	3178
1332	6341	3172
1333	6345	3167
1334	6349	3162
1335	6355	3158
1336	6359	3153
1337	6364	3148
1338	6369	3144
1339	6373	3139
1340	6377	3134
1341	6381	3129
1342	6386	3124
1343	6391	3119
1344	6396	3114
1345	6401	3110
1346	6406	3105
1347	6410	3100
1348	6415	3095
1349	6419	3090
1350	6423	3085
1351	6428	3080
1352	6433	3076
1353	6437	3071
1354	6441	3066
1355	6447	3062
1356	6452	3057
1357	6456	3052
1358	6460	3047
1359	6464	3042
1360	6469	3037
1361	6473	3032
1362	6478	3027
1363	6483	3023
1364	6487	3018
1365	6492	3013
1366	6497	3008
1367	6501	3003
1368	6506	2999
1369	6511	2994
1370	6515	2989
1371	6520	2984
1372	6525	2979
1373	6530	2975
1374	6534	2970
1375	6538	2965
1376	6542	2959
1377	6548	2955
1378	6552	2950
1379	6557	2946
1380	6562	2941
1381	6566	2936
1382	6570	2931
1383	6575	2926
1384	6580	2922
1385	6584	2917
1386	6588	2911
1387	6593	2907
1388	6598	2902
1389	6603	2897
1390	6608	2893
1391	6613	2888
1392	6617	2883
1393	6621	2878
1394	6626	2873
1395	6631	2869
1396	6635	2864
1397	6640	2859
1398	6645	2854
1399	6649	2849
1400	6654	2845
1401	6658	2840
1402	6663	2835
1403	6667	2830
1404	6671	2825
1405	6676	2820
1406	6680	2815
1407	6685	2810
1408	6690	2806
1409	6694	2801
1410	6699	2796
1411	6703	2791
1412	6709	2787
1413	6713	2782
1414	6717	2777
1415	6722	2772
1416	6727	2767
1417	6731	2762
1418	6736	2758
1419	6740	2753
1420	6744	2748
1421	6749	2743
1422	6753	2738
1423	6758	2733
1424	6762	2728
1425	6767	2724
1426	6772	2719
1427	6777	2714
1428	6781	2709
1429	6784	2704
1430	6789	2699
1431	6794	2695
1432	6799	2690
1433	6804	2685
1434	6810	2681
1435	6815	2676
1436	6820	2672
1437	6826	2667
1438	6830	2662
1439	6834	2657
1440	6838	2652
1441	6843	2648
1442	6848	2643
1443	6853	2638
1444	6857	2633
1445	6861	2628
1446	6865	2623
1447	6872	2619
1448	6877	2615
1449	6882	2610
1450	6886	2605
1451	6890	2600
1452	6895	2595
1453	6899	2590
1454	6905	2586
1455	6909	2581
1456	6913	2576
1457	6918	2571
1458	6922	2566
1459	6925	2561
1460	6930	2556
1461	6935	2552
1462	6939	2547
1463	6943	2542
1464	6947	2537
1465	6952	2532
1466	6956	2527
1467	6960	2522
1468	6965	2517
1469	6970	2513
1470	6974	2508
1471	6978	2503
1472	6983	2498
1473	6989	2494
1474	6993	2489
1475	6998	2484
1476	7002	2479
1477	7006	2474
1478	7011	2469
1479	7016	2465
1480	7020	2460
1481	7025	2455
1482	7029	2450
1483	7034	2445
1484	7038	2440
1485	7043	2436
1486	7047	2431
1487	7052	2426
1488	7056	2421
1489	7060	2416
1490	7066	2412
1491	7070	2407
1492	7074	2402
1493	7078	2397
1494	7083	2392
1495	7087	2387
1496	7092	2382
1497	7097	2378
1498	7101	2373
1499	7105	2368
1500	7109	2363
1501	7115	2359
1502	7121	2354
1503	7125	2349
1504	7130	2345
1505	7134	2340
1506	7138	2335
1507	7143	2330
1508	7148	2325
1509	7152	2320
1510	7156	2315
1511	7160	2311
1512	7164	2306
1513	7168	2301
1514	7173	2296
1515	7178	2291
1516	7182	2286
1517	7187	2282
1518	7191	2277
1519	7196	2272
1520	7200	2267
1521	7203	2262
1522	7208	2257
1523	7213	2253
1524	7218	2248
1525	7222	2243
1526	7227	2238
1527	7232	2234
1528	7236	2229
1529	7240	2224
1530	7245	2219
1531	7249	2214
1532	7255	2210
1533	7260	2205
1534	7264	2200
1535	7269	2195
1536	7273	2191
1537	7278	2186
1538	7282	2181
1539	7287	2176
1540	7291	2171
1541	7296	2167
1542	7300	2162
1543	7304	2157
1544	7309	2152
1545	7313	2147
1546	7318	2142
1547	7323	2138
1548	7327	2133
1549	7331	2128
1550	7337	2124
1551	7341	2119
1552	7346	2114
1553	7350	2109
1554	7354	2104
1555	7359	2099
1556	7363	2095
1557	7367	2090
1558	7372	2085
1559	7377	2080
1560	7381	2075
1561	7385	2070
1562	7390	2066
1563	7395	2061
1564	7399	2056
1565	7404	2052
1566	7408	2047
1567	7413	2042
1568	7418	2037
1569	7424	2033
1570	7428	2028
1571	7431	2023
1572	7436	2018
1573	7441	2013
1574	7445	2008
1575	7449	2004
1576	7455	1999
1577	7460	1995
1578	7464	1990
1579	7469	1985
1580	7473	1980
1581	7478	1975
1582	7482	1971
1583	7487	1966
1584	7491	1961
1585	7495	1956
1586	7501	1952
1587	7505	1947
1588	7509	1942
1589	7513	1937
1590	7518	1932
1591	7523	1928
1592	7528	1923
1593	7532	1918
1594	7537	1913
1595	7541	1909
1596	7545	1904
1597	7550	1899
1598	7555	1894
1599	7559	1889
1600	7564	1885
1601	7570	1880
1602	7574	1875
1603	7579	1871
1604	7584	1866
1605	7588	1861
1606	7592	1856
1607	7597	1852
1608	7602	1847
1609	7607	1842
1610	7611	1837
1611	7617	1833
1612	7621	1828
1613	7626	1823
1614	7631	1819
1615	7635	1814
1616	7639	1809
1617	7644	1804
1618	7648	1799
1619	7653	1795
1620	7658	1790
1621	7663	1785
1622	7667	1781
1623	7671	1776
1624	7675	1771
1625	7680	1766
1626	7684	1761
1627	7688	1756
1628	7694	1752
1629	7699	1747
1630	7703	1742
1631	7707	1737
1632	7711	1733
1633	7716	1728
1634	7720	1723
1635	7725	1718
1636	7731	1714
1637	7735	1709
1638	7741	1705
1639	7745	1700
1640	7749	1695
1641	7753	1690
1642	7758	1685
1643	7764	1681
1644	7768	1676
1645	7772	1671
1646	7777	1667
1647	7782	1662
1648	7788	1657
1649	7793	1653
1650	7798	1648
1651	7802	1643
1652	7808	1639
1653	7813	1634
1654	7818	1629
1655	7823	1625
1656	7828	1620
1657	7832	1615
1658	7836	1610
1659	7842	1606
1660	7847	1601
1661	7851	1596
1662	7856	1592
1663	7862	1587
1664	7866	1582
1665	7870	1577
1666	7875	1573
1667	7880	1568
1668	7884	1563
1669	7890	1559
1670	7895	1554
1671	7900	1549
1672	7905	1545
1673	7910	1540
1674	7914	1535
1675	7918	1530
1676	7924	1526
1677	7928	1521
1678	7933	1516
1679	7939	1512
1680	7943	1507
1681	7948	1502
1682	7952	1497
1683	7957	1493
1684	7961	1488
1685	7965	1483
1686	7970	1478
